id,name,lat,lng
36866,Valley Park,38.5513,-90.4924
36867,Velizh,55.6,31.2
36868,Saint-Yrieix-la-Perche,45.5144,1.2033
36869,Svelvik,59.6068,10.4023
36870,Waldsassen,50,12.3
36871,Waldmunchen,49.3785,12.7049
36872,Natividade da Serra,-23.3756,-45.4419
36873,Thousand Palms,33.815,-116.3545
36874,Amory,33.9813,-88.4823
36875,Tauste,41.9203,-1.2547
36876,Brech,47.7206,-2.9956
36877,Galaga,16.2667,76.8333
36878,Columbus,43.3354,-89.03
36879,Mahurapur,24.5079,87.8231
36880,Celeiroz,41.5122,-8.451
36881,Lake Mathews,33.825,-117.3683
36882,Marvin,34.989,-80.8032
36883,Herne,50.7242,4.0339
36884,Douar el Caid el Gueddari,34.4167,-6.0833
36885,Heitersheim,47.8753,7.6547
36886,Fowler,36.6243,-119.6737
36887,Mellingen,47.4192,8.2764
36888,Robecco sul Naviglio,45.4333,8.8833
36889,Kervignac,47.7633,-3.2389
36890,Villares de la Reina,41.0028,-5.6333
36891,Malaunay,49.5261,1.0403
36892,Fishhook,61.711,-149.2657
36893,Sermide,45.0035,11.2929
36894,Kraslice,50.3238,12.5176
36895,Ampfing,48.2667,12.4167
36896,Courtepin,46.8667,7.1167
36897,Chapelhall,55.845,-3.9472
36898,Le Cendre,45.7225,3.1872
36899,Landriano,45.3167,9.2667
36900,Hoosick,42.8903,-73.3561
36901,Almese,45.1167,7.4
36902,Bandeirantes,-19.9178,-54.3639
36903,Castel di Sangro,41.7842,14.1085
36904,Comercinho,-16.2958,-41.7928
36905,Hersin-Coupigny,50.4461,2.6478
36906,Hombourg-Haut,49.1258,6.7781
36907,Breinigsville,40.5394,-75.6344
36908,Marles-les-Mines,50.5022,2.5022
36909,Sarkisla,39.3506,36.4095
36910,Na Duang,17.4743,101.98
36911,Terezinha,-9.0558,-36.6228
36912,Lincoln,33.5935,-86.1371
36913,`Ayn `Isa,36.3858,38.8472
36914,Charagua,-19.7919,-63.2006
36915,Mimon,50.6588,14.7248
36916,Kishkenekol,53.6394,72.3439
36917,Groveland,42.752,-71.0149
36918,Andimatam,11.3353,79.3758
36919,Poggio Rusco,44.9775,11.1192
36920,Begunkudar,23.3528,86.0566
36921,Melenci,45.5083,20.3169
36922,Bozdogan,37.6728,28.3103
36923,Untergrombach,49.0865,8.5542
36924,Dovolnoye,54.4917,79.6736
36925,Sao Jose da Barra,-20.7178,-46.3108
36926,Blainville-sur-Orne,49.2289,-0.3
36927,Santa Cruz da Vitoria,-14.9608,-39.8119
36928,Fukuyama,41.43,140.1106
36929,Myers Corner,41.5947,-73.8744
36930,Ispringen,48.9158,8.6708
36931,Mede,45.1,8.7333
36932,Plouguerneau,48.6058,-4.5042
36933,Malchow,53.4833,12.4333
36934,Luftkurort Arendsee,52.8767,11.4867
36935,Trappenkamp,54.05,10.2167
36936,Colombier,46.9667,6.8667
36937,Sint-Laureins,51.2333,3.5333
36938,Parkano,62.0097,23.025
36939,Saint-Zotique,45.25,-74.25
36940,Greifenstein,50.6094,8.2431
36941,Cellamare,41.0203,16.9292
36942,Quixaba,-7.72,-37.8478
36943,Reutte,47.4833,10.7167
36944,Castro Marim,37.2167,-7.45
36945,Millersville,36.3968,-86.7111
36946,Ciserano,45.5833,9.6
36947,Zerkat,34.8819,-4.2803
36948,Cornuda,45.8322,12.0081
36949,Oleksandrivsk,48.5833,39.1833
36950,Cortland,41.332,-80.7195
36951,Eggersdorf bei Graz,47.1228,15.5992
36952,Lloseta,39.7179,2.8667
36953,Serra San Bruno,38.5833,16.3333
36954,Marmolejo,38.05,-4.1667
36955,Mitterteich,49.9498,12.2442
36956,Montelepre,38.1,13.1667
36957,Guanica,17.9698,-66.9309
36958,Sofiivka,48.0727,33.8937
36959,Biloela,-24.4002,150.5133
36960,San Donaci,40.45,17.9167
36961,Chatelaillon-Plage,46.0731,-1.0881
36962,Annaburg,51.7328,13.0456
36963,Santo Antonio da Alegria,-21.0869,-47.1508
36964,Kottapalle,16.315,79.912
36965,East Coventry,40.2014,-75.6162
36966,Oedheim,49.2333,9.25
36967,Gobindapur,22.8801,88.8942
36968,Hardheim,49.6106,9.4739
36969,Cazaclia,46.0103,28.6628
36970,Irshansk,50.7167,28.7167
36971,Ibrany,48.1282,21.7135
36972,Grand-Fort-Philippe,50.9978,2.1092
36973,Williamson,43.2417,-77.1923
36974,Herval,-32.0239,-53.3958
36975,Avallon,47.49,3.9083
36976,Larino,41.8,14.9167
36977,Jose Pedro Varela,-33.45,-54.5333
36978,Tagliacozzo,42.0694,13.2547
36979,Plymouth,43.7438,-71.7221
36980,Desert Palms,33.779,-116.293
36981,Acua,-8.215,-41.0819
36982,Lathen,52.8667,7.3167
36983,Indian River Estates,27.3564,-80.2983
36984,Kandgal,15.9568,76.2734
36985,Yetkul,54.8253,61.5861
36986,Ghisalba,45.6,9.75
36987,Kamihonbetsu,43.1244,143.6106
36988,Odolena Voda,50.2335,14.4109
36989,Medzilaborce,49.2717,21.9042
36990,Gemenos,43.2961,5.6269
36991,Petershausen,48.4103,11.4708
36992,Cihanbeyli,38.6581,32.9281
36993,Kochi,34.7572,138.9875
36994,La Bouilladisse,43.3953,5.5953
36995,Santiago Maravatio,20.1667,-101
36996,Pembroke Park,25.9852,-80.1777
36997,Gorom-Gorom,14.4446,-0.2345
36998,Vezin-le-Coquet,48.1186,-1.7561
36999,Horbourg,48.0794,7.3944
37000,Washington,40.7389,-75.6392
37001,Sobrance,48.746,22.179
37002,Lake Hallie,44.8921,-91.4199
37003,Ellettsville,39.2322,-86.6232
37004,Diano Marina,43.9099,8.082
37005,La Canonja,41.1191,1.183
37006,Saint-Florent-sur-Cher,46.9956,2.2517
37007,Tallacheruvu,16.65,80.097
37008,Ambert,45.5494,3.7417
37009,Guglingen,49.0667,9
37010,Timoulilt,32.2,-6.4667
37011,Guged,33.4756,50.3525
37012,Saint-Girons,42.9847,1.1458
37013,Sankt Margrethen,47.4497,9.6331
37014,Ramchandrapur,24.4227,87.8573
37015,Aguilar de Campoo,42.8,-4.2667
37016,Kremsmunster,48.055,14.1308
37017,Fuente del Maestre,38.5289,-6.45
37018,Prairie Grove,35.9858,-94.3048
37019,Arapora,-18.4369,-49.1869
37020,Napili-Honokowai,20.9767,-156.6646
37021,Tocantinia,-9.5639,-48.3769
37022,Buia,46.2167,13.1333
37023,Montevallo,33.1246,-86.8476
37024,Khmis Sidi Yahia,33.7983,-6.2653
37025,Sinn,50.65,8.3333
37026,Inimutaba,-18.7289,-44.3608
37027,Marineo,37.95,13.4167
37028,Beromunster,47.1997,8.2
37029,Mount Healthy,39.2338,-84.5469
37030,Change,47.9878,0.2819
37031,Curinga,38.8267,16.3139
37032,Enying,46.9296,18.243
37033,Manoharpur,22.121,88.2333
37034,Clover Creek,47.1404,-122.3827
37035,Allendale,41.0333,-74.1333
37036,Schildow,52.6356,13.3771
37037,Marange-Silvange,49.2108,6.1039
37038,Bois-le-Roi,48.4736,2.6972
37039,Marignier,46.0903,6.4997
37040,Rupert,42.6189,-113.674
37041,Snowflake,34.5225,-110.0913
37042,Shalatin,23.1333,35.6
37043,Bayville,40.9076,-73.5602
37044,Sapopema,-23.9108,-50.58
37045,Perechyn,48.7333,22.4667
37046,Mount Hope,41.46,-74.5281
37047,Litchfield,39.1959,-89.6295
37048,Muggensturm,48.8725,8.2794
37049,Alcala de Chivert,40.3042,0.2256
37050,Moraleja,40.0667,-6.65
37051,Belo Monte,-9.8278,-37.28
37052,Berkley,41.8349,-71.0754
37053,Ijoukak,30.9931,-8.1528
37054,Boxberg,49.4814,9.6417
37055,Cubara,7.0008,-72.1081
37056,Schipkau,51.5167,13.8831
37057,Verzuolo,44.6,7.4833
37058,Cedeira,43.65,-8.05
37059,Ratua,25.2001,87.9274
37060,Glandorf,52.0839,8.0022
37061,Almensilla,37.3167,-6.1167
37062,Weisendorf,49.6167,10.8333
37063,Rajamaki,60.5275,24.75
37064,Raipur,22.8,86.95
37065,Maple Glen,40.1778,-75.1793
37066,Notaresco,42.65,13.9
37067,Kodur,16.2667,78.3
37068,Derik,37.3644,40.2689
37069,Kamennogorsk,60.95,29.1333
37070,Eatonton,33.3258,-83.3886
37071,Natabari Hat,26.4064,89.5975
37072,Tuxcueca,20.1553,-103.1847
37073,Twyford,51.477,-0.867
37074,Bhelian,24.2954,87.8958
37075,Kiama Downs,-34.6317,150.8511
37076,Thones,45.8822,6.3256
37077,Bellwood,37.406,-77.4363
37078,Nizampur,26.0148,87.8942
37079,Vila Flor,41.3,-7.15
37080,Vora,63.1333,22.25
37081,South Molton,51.02,-3.83
37082,Morelos,28.4075,-100.8856
37083,Aleksandrovskoye,60.4286,77.8658
37084,Lacy-Lakeview,31.6292,-97.1052
37085,Szklarska Poreba,50.8257,15.5227
37086,Bad Bruckenau,50.3091,9.7871
37087,Saint-Marcel-les-Valence,44.9708,4.9567
37088,Kosciusko,33.0584,-89.5893
37089,Tunkhannock,41.0447,-75.4813
37090,Santa Lucia Monte Verde,16.95,-97.6667
37091,Seydisehir,37.4183,31.8506
37092,Orchard Mesa,39.0363,-108.5169
37093,Douar Oulad Mkoudou,33.8136,-4.5169
37094,Roaring Spring,40.3348,-78.3958
37095,Monte do Carmo,-10.7628,-48.1089
37096,Phanom Sarakham,13.7478,101.3553
37097,Orio,43.278,-2.126
37098,Calonne-Ricouart,50.4869,2.4836
37099,San Martino Siccomario,45.15,9.1333
37100,Woodfin,35.6458,-82.5914
37101,Baruva,18.8824,84.5829
37102,Tatatila,19.7,-97.1167
37103,Eggolsheim,49.7708,11.0581
37104,Pollenza,43.2678,13.3481
37105,Saint-Marcel,46.7756,4.8894
37106,Rumson,40.3626,-74.0046
37107,Pedra Bonita,-20.5208,-42.33
37108,Saint-Prex,46.4836,6.4575
37109,Letohrad,50.0358,16.4988
37110,Broadway,38.6083,-78.8016
37111,Medina,45.0326,-93.5834
37112,San Juan Mixtepec,17.3,-97.8333
37113,Kaiseraugst,47.5414,7.7278
37114,Khulna,22.3465,88.9167
37115,Carral,43.2296,-8.356
37116,Yaring,6.868,101.3587
37117,Val-Shefford,45.35,-72.5667
37118,Sawley,52.882,-1.299
37119,Harrisburg,43.4321,-96.7037
37120,Velden,48.3667,12.25
37121,Douro-Dummer,44.45,-78.1
37122,Schwabhausen bei Dachau,48.2833,11.3333
37123,Robbiate,45.6833,9.4333
37124,Dadaab,0.0531,40.3086
37125,Frohnleiten,47.2703,15.3244
37126,Ilshofen,49.1703,9.9203
37127,Paulo Lopes,-27.9619,-48.6839
37128,Bouillargues,43.8003,4.4269
37129,Kampong Mulaut,4.8693,114.8466
37130,Pottsville,-28.3869,153.5608
37131,Bermuda Dunes,33.7434,-116.2874
37132,New Hartford,41.8442,-73.0055
37133,Cellino San Marco,40.4667,17.9667
37134,Cornetu,44.3434,25.9421
37135,Hermeskeil,49.6572,6.9489
37136,Guadalix de la Sierra,40.7833,-3.6833
37137,Dusslingen,48.4506,9.0606
37138,Angical do Piaui,-6.0858,-42.7389
37139,Villers-le-Bouillet,50.5833,5.2667
37140,Miraflores de la Sierra,40.8114,-3.7686
37141,Pavilly,49.5683,0.9536
37142,Losone,46.1689,8.7421
37143,Viriat,46.2536,5.2167
37144,Illogan,50.25,-5.268
37145,Wilhelmsburg,48.1108,15.61
37146,Pendleton,43.1015,-78.7664
37147,Bol'shaya Chernigovka,52.0983,50.8667
37148,Looe,50.354,-4.454
37149,Bazargan,39.3914,44.3875
37150,Kuttigen,47.4164,8.05
37151,Et Tnine des Beni Ammart,34.8119,-4.1581
37152,Bucovice,49.149,17.0019
37153,Gochsheim,50.0167,10.2833
37154,Kariali,25.3263,87.9074
37155,Kyadgeri,16.2319,76.9553
37156,Bullskin,40.0803,-79.5124
37157,Horstmar,52.0806,7.3083
37158,Hinojosa del Duque,38.5,-5.1333
37159,Cinquefrondi,38.4167,16.1
37160,Castelnau-d'Estretefonds,43.7822,1.3583
37161,Chalonnes-sur-Loire,47.3506,-0.7639
37162,Sottrum,53.1167,9.2167
37163,Carapelle,41.3667,15.7
37164,Villabe,48.5883,2.4561
37165,Corbie,49.9089,2.5072
37166,Pium,-10.4428,-49.1819
37167,Xindiristan,40.1214,47.1075
37168,Rohrmoos,48.3333,11.4833
37169,Avetrana,40.3539,17.7358
37170,Wescosville,40.5617,-75.5489
37171,Blatna,49.425,13.8818
37172,Lityn,49.3255,28.0872
37173,Staryi Sambir,49.4333,23
37174,Rinconada,-22.4403,-66.1672
37175,Omachi,33.2139,130.1161
37176,Kronoby,63.725,23.0333
37177,Karagay,58.2714,54.9389
37178,Narathali,26.5204,89.7669
37179,Hage,53.6,7.2833
37180,Trezzano Rosa,45.5833,9.4833
37181,Guia Lopes,-20.245,-46.3658
37182,Ashoro,43.2447,143.5542
37183,Roeland Park,39.0358,-94.6374
37184,Plessisville,46.2167,-71.7833
37185,Palkane,61.3389,24.2681
37186,Hanover,42.4922,-79.1253
37187,Horn,48.6653,15.6558
37188,Dayton,45.1906,-93.4758
37189,Lucas Valley-Marinwood,38.0405,-122.5765
37190,Jakranpalli,18.7183,78.2775
37191,Jimena de la Frontera,36.4333,-5.45
37192,Alpicat,41.6681,0.5561
37193,Blanca,38.1792,-1.3761
37194,Montenero di Bisaccia,41.95,14.7833
37195,Louhans,46.6264,5.2247
37196,That Phanom,16.9364,104.7103
37197,Nangli,13.1833,78.5167
37198,Cherryville,35.3844,-81.3781
37199,Tafingoult,30.7667,-8.3833
37200,Pecquencourt,50.3772,3.2158
37201,Belfast,44.428,-69.0325
37202,Ritchot,49.6647,-97.1167
37203,Padre Marcos,-7.355,-40.9039
37204,Nevada,42.0186,-93.4635
37205,Algur,16.7,76.3499
37206,Lichtetanne,50.7,12.4333
37207,Gouesnou,48.4536,-4.4644
37208,Tyourout,14.1542,5.4391
37209,Lysterfield,-37.93,145.301
37210,San Adrian,42.3325,-1.9333
37211,Sevsk,52.15,34.4939
37212,Wirksworth,53.082,-1.574
37213,Saint-Maurice-l'Exil,45.3969,4.7747
37214,Faxinal do Soturno,-29.575,-53.445
37215,Teufen,47.39,9.39
37216,Sao Tome das Letras,-21.7219,-44.985
37217,Calci,43.7244,10.5192
37218,San Miguel de Salinas,37.9806,-0.7897
37219,Montauroux,43.6183,6.7653
37220,Viitasaari,63.075,25.8597
37221,Eppertshausen,49.9479,8.8495
37222,Mindszent,46.525,20.185
37223,Arnstedt,51.6833,11.4667
37224,Otonabee-South Monaghan,44.2333,-78.2333
37225,Schladming,47.3942,13.6892
37226,Gryfow Slaski,51.028,15.4148
37227,Svesa,51.9481,33.9367
37228,Zierenberg,51.3667,9.3
37229,Neuenstein,49.2,9.5833
37230,Las Pedroneras,39.45,-2.6667
37231,Cwmafan,51.6155,-3.7717
37232,Misinto,45.6667,9.0833
37233,Dunlap,41.6346,-85.9235
37234,Ar Rawdah,14.48,47.27
37235,Sainte-Livrade-sur-Lot,44.3981,0.5894
37236,Pizzighettone,45.1833,9.7833
37237,Knetzgau,49.9833,10.55
37238,Dodharye,12.3939,75.9549
37239,Guaranta,-21.895,-49.5897
37240,Montdidier,49.6481,2.57
37241,Vairano Patenora,41.3333,14.1333
37242,Albizzate,45.7167,8.8
37243,Marcaria,45.1167,10.5333
37244,Bandhkhola,24.2542,87.988
37245,Church Hill,36.5204,-82.715
37246,Exeter,41.5658,-71.6308
37247,Potomac Mills,38.6547,-77.3012
37248,Shediac,46.2167,-64.5333
37249,Bickenbach,49.754,8.6117
37250,Skelton,54.5619,-0.9874
37251,Sutri,42.2478,12.2158
37252,Verkhniye Tatyshly,56.2903,55.8539
37253,Gavunipalli,13.514,78.227
37254,Nong Chik,6.8436,101.1781
37255,Tangstedt,53.7353,10.0867
37256,Neuffen,48.5544,9.3756
37257,Pedro Avelino,-5.5219,-36.3878
37258,Phulbari,21.7969,88.0997
37259,Dozza,44.359,11.6277
37260,Hopefield,-33.0667,18.35
37261,Eichendorf,48.6333,12.85
37262,Eno,62.7997,30.1497
37263,Lachendorf,52.6167,10.25
37264,Stansted Mountfitchet,51.898,0.198
37265,Linwood,39.3436,-74.5708
37266,Ashville,39.7239,-82.9575
37267,Barro Duro,-5.8178,-42.5128
37268,Kanamarlapudi,16.1,79.8
37269,Rio,38.3028,21.7847
37270,Kizilskoye,52.725,58.8917
37271,Lakes Entrance,-37.8667,147.9833
37272,Pilsting,48.7,12.65
37273,Valley Falls,35.0073,-81.9692
37274,Sandersville,32.9827,-82.8089
37275,Blairsville,40.4325,-79.2599
37276,Fegersheim,48.4906,7.6803
37277,Douvaine,46.305,6.3036
37278,Bridgeport,33.21,-97.7708
37279,Gualtieri,44.9,10.6333
37280,Voronovytsia,49.0989,28.6831
37281,Harispur,24.5121,87.9425
37282,Diekholzen,52.1,9.9333
37283,Ascona,46.15,8.7667
37284,Sturtevant,42.6995,-87.9019
37285,Nyirtelek,48.0094,21.6322
37286,Wheathampstead,51.812,-0.293
37287,Ban Hua Saphan,13.1248,99.8716
37288,Eaunes,43.4217,1.3544
37289,Slave Lake,55.2853,-114.7706
37290,Port-Cartier,50.0333,-66.8667
37291,Castronno,45.7333,8.8
37292,Peravali,16.7525,81.7417
37293,Litchfield,45.1221,-94.5255
37294,Sammichele di Bari,40.8833,16.95
37295,Verkhniye Kigi,55.4053,58.6043
37296,Cherry Hills Village,39.6375,-104.9481
37297,Souda,35.4833,24.0667
37298,Danbury,51.715,0.582
37299,Barrington,43.5646,-65.5639
37300,Kozarmisleny,46.0289,18.2925
37301,Pocahontas,36.2637,-90.9706
37302,Morrilton,35.1558,-92.7387
37303,Saint-Genest-Lerpt,45.4461,4.3367
37304,Osterburken,49.4308,9.4261
37305,Corjeuti,48.2167,27.05
37306,Rissa,63.6556,10.0397
37307,Chatenoy-le-Royal,46.7942,4.8164
37308,Barrington,39.8689,-75.0514
37309,Fislisbach,47.4386,8.2944
37310,Shikama,38.5489,140.85
37311,Belle Haven,38.7775,-77.0574
37312,Bolligen,46.9761,7.4986
37313,Tanvald,50.7374,15.306
37314,Capannoli,43.59,10.6697
37315,Kounoupidiana,35.536,24.076
37316,Rentapalla,16.4721,80.1342
37317,Kirriemuir,56.6692,-3.0051
37318,Douar El Gouzal,34.5019,-4.1567
37319,Zavetnoye,47.1172,43.8908
37320,Independencia,-27.8328,-54.1878
37321,Kochcherla,16.1493,79.7608
37322,Juana Diaz,18.0532,-66.5047
37323,Tecumseh,35.2639,-96.9338
37324,Chatel-Guyon,45.9225,3.0642
37325,Mecca,33.5767,-116.0645
37326,Rocky Mountain House,52.3753,-114.9217
37327,Boa Vista do Burica,-27.6689,-54.11
37328,Florestal,-19.8889,-44.4328
37329,Flers-en-Escrebieux,50.3978,3.0625
37330,Poggio Mirteto,42.2672,12.6886
37331,Mira Monte,34.4284,-119.2853
37332,Narendranagar,30.17,78.3
37333,Gournay-en-Bray,49.4806,1.7239
37334,Einhausen,49.6722,8.5451
37335,Aparan,40.5891,44.3572
37336,Pea Ridge,38.4154,-82.3188
37337,Belmont,39.065,-77.4965
37338,Villamuriel de Cerrato,41.95,-4.5167
37339,Tsiolkovskiy,51.7603,128.1212
37340,Green Knoll,40.6048,-74.615
37341,Yemilchyne,50.8708,27.8028
37342,Monte Aguila,-37.0879,-72.4385
37343,Chatsworth,44.38,-80.87
37344,Jiaotanzhuang,38.5284,113.75
37345,Ardavidu,15.6833,78.9667
37346,Gomez Farias,29.3583,-107.7361
37347,East Leake,52.832,-1.177
37348,Veneta,44.0471,-123.3514
37349,North Syracuse,43.1339,-76.1306
37350,Kirchberg,47.0858,7.5861
37351,Uffenheim,49.5438,10.234
37352,Formigueiro,-30,-53.4989
37353,Amga,60.8972,131.9806
37354,Ban Tak,17.05,99.0742
37355,Ghadamis,30.1333,9.5
37356,Fabbrico,44.8667,10.8
37357,Elakkurichchi,10.96,79.163
37358,Stephenville,48.55,-58.5667
37359,Mirkal,17.86,76.95
37360,Schlangenbad,50.0929,8.1019
37361,Le Palais-sur-Vienne,45.8642,1.3231
37362,Cadaujac,44.7556,-0.53
37363,Battlefield,37.1194,-93.3683
37364,Grezieu-la-Varenne,45.7472,4.6903
37365,North Caldwell,40.8629,-74.2576
37366,Beaver Dam,37.4042,-86.8742
37367,Prades,42.6172,2.4219
37368,Roccella Ionica,38.3167,16.4
37369,Arapoema,-7.6578,-49.0639
37370,Verkhneye Kazanishche,42.7306,47.1381
37371,Ladera Heights,33.9972,-118.374
37372,Kaprijke,51.2167,3.6
37373,Bezopasnoye,45.6376,41.9358
37374,Winthrop Harbor,42.4805,-87.8294
37375,Whitmore Lake,42.4235,-83.7524
37376,Neuhofen an der Krems,48.1336,14.2333
37377,Trombudo Central,-27.2989,-49.79
37378,Hillsboro,39.2123,-83.6112
37379,L'Hopital,49.1581,6.7322
37380,Diamante,-7.4278,-38.2639
37381,Brewton,31.1111,-87.0737
37382,Tamanredjo,5.7667,-55
37383,Kermit,31.854,-103.0924
37384,Jussara,-23.6208,-52.4689
37385,Sathaur,26.034,87.9212
37386,Orlov,58.5333,48.8833
37387,Belisce,45.6825,18.4069
37388,Gorliz-Elexalde,43.4167,-2.9333
37389,Reduto,-20.24,-41.9828
37390,Demopolis,32.498,-87.8298
37391,Thalheim,50.7025,12.8517
37392,Veigne,47.2875,0.7375
37393,Nova Praha,48.5572,32.8903
37394,Awjilah,29.1081,21.2869
37395,Sao Jose do Piaui,-6.8719,-41.475
37396,Santa Cruz,-6.5328,-38.0619
37397,Dalton,42.4795,-73.1533
37398,Burgkunstadt,50.1356,11.2499
37399,Anavyssos,37.7333,23.95
37400,Labruguiere,43.5392,2.2633
37401,Saint-Pryve-Saint-Mesmin,47.8808,1.8678
37402,Varadayyapalaiyam,13.6,79.9333
37403,Talent,42.2404,-122.7807
37404,Dubnany,48.917,17.09
37405,Pan de Azucar,-34.7757,-55.2247
37406,Hamilton,34.1346,-87.9755
37407,Trinity,35.8756,-80.0093
37408,Oberding,48.3167,11.85
37409,Sudova Vyshnya,49.7892,23.3722
37410,Normandy Park,47.4343,-122.3436
37411,Peterborough,42.8905,-71.9394
37412,Essex,41.3499,-72.4146
37413,Ploce,43.0525,17.4367
37414,Montesano sulla Marcellana,40.2833,15.7
37415,Santa Fe do Araguaia,-7.1569,-48.7208
37416,Jejur,22.8804,88.1235
37417,Jaraiz de la Vera,40.0603,-5.755
37418,Bridge name,29.9321,-90.1594
37419,Maripipi,11.7833,124.35
37420,Echallens,46.6333,6.6333
37421,Ambridge,40.5922,-80.2265
37422,Amite name,30.7323,-90.5133
37423,Saint-Flour,45.0336,3.0928
37424,Catasauqua,40.6531,-75.4643
37425,Sarayonu,38.2661,32.4064
37426,Venkatakrishnarayapuram,17.053,82.17
37427,Jhikra,22.6236,87.9195
37428,Kirchheim am Neckar,49.0439,9.1464
37429,Ivanychi,50.6419,24.3606
37430,Sardarapat,40.1361,44.0139
37431,Rodewisch,50.5167,12.4167
37432,Cocoa West,28.3595,-80.7712
37433,Duttaluru,14.8526,79.4046
37434,Durgapur,25.2461,87.9046
37435,Treforest,51.5878,-3.3222
37436,Strongoli,39.2667,17.0667
37437,Zmigrod,51.4703,16.905
37438,Pryazovske,46.7378,35.6416
37439,Mainleus,50.1,11.3792
37440,Stawell,-37.05,142.7667
37441,Khanta,25.4265,87.8575
37442,Nishiharadai,32.8347,130.9031
37443,Tsuman,50.8333,25.8833
37444,Gyorujbarat,47.6079,17.6464
37445,Forestbrook,33.7243,-78.9678
37446,Slatyne,50.2161,36.1525
37447,Thannhausen,48.2667,10.4667
37448,Tuddern,51.0139,5.9008
37449,Gallicano nel Lazio,41.8667,12.8167
37450,Cipotanea,-20.905,-43.3658
37451,Lat Yao,15.7543,99.7808
37452,Kerekegyhaza,46.9369,19.4769
37453,Eliot,43.1488,-70.786
37454,Templeuve,50.5267,3.175
37455,Bad Blankenburg,50.6833,11.2667
37456,Capranica,42.2585,12.1728
37457,Aszod,47.6514,19.4894
37458,Ipsala,40.9181,26.3831
37459,Bethel,60.7928,-161.7917
37460,Nova Alianca,-21.0158,-49.4958
37461,Tuiuti,-22.8158,-46.6939
37462,San Marco Evangelista,41.0333,14.3333
37463,Lavelanet,42.9328,1.8486
37464,Buc,48.7733,2.1253
37465,Meolo,45.6203,12.4559
37466,Northgate,39.2531,-84.5943
37467,Arbucias,41.8161,2.5142
37468,Sretensk,52.25,117.7167
37469,Putnok,48.2936,20.4367
37470,Gonnosfanadiga,39.4933,8.6629
37471,Trysil,61.31,12.315
37472,Makaryev,57.8833,43.8
37473,Svetla nad Sazavou,49.6681,15.404
37474,Bom Sucesso,-23.71,-51.7639
37475,Turcianske Teplice,48.8589,18.8636
37476,Havelberg,52.825,12.0744
37477,Itambaraca,-23.0178,-50.4058
37478,Serzhen'-Yurt,43.1228,45.9858
37479,Calatafimi,37.9,12.85
37480,Ishqoshim,36.7248,71.6133
37481,Devon,53.3633,-113.7322
37482,Lehliu-Gara,44.4386,26.8533
37483,Piikkio,60.425,22.5167
37484,Arcole,45.3583,11.2861
37485,Oneonta,33.9392,-86.4929
37486,Torrellas de Llobregat,41.3565,1.9816
37487,Mut,36.6458,33.4375
37488,Condom,43.9575,0.3725
37489,Solbiate Olona,45.65,8.8833
37490,Ribeira de Pena,41.5167,-7.8
37491,Agapovka,53.2942,59.1344
37492,Mont Belvieu,29.8524,-94.8784
37493,Teglas,47.7167,21.6833
37494,Challes-les-Eaux,45.5475,5.9839
37495,Bilokurakyne,49.5167,38.7167
37496,Grossalmerode,51.2575,9.7844
37497,Haworth,53.83,-1.96
37498,Porter,43.2517,-78.972
37499,Cold Spring,39.013,-84.4349
37500,Creel,27.7522,-107.6347
37501,Makarov,48.627,142.78
37502,San Giorgio in Bosco,45.5833,11.8
37503,Scriba,43.4599,-76.4186
37504,Harvard,42.5059,-71.5853
37505,Fossacesia,42.25,14.4833
37506,Guarda Mor,-17.7708,-47.0978
37507,Keene,32.3955,-97.3226
37508,Walnut Ridge,36.0851,-90.9463
37509,Topsfield,42.6373,-70.9425
37510,Phu Khiao,16.3682,102.1344
37511,Thompson's Station,35.809,-86.8994
37512,Karavadi,15.549,80.1136
37513,Condor,-28.2078,-53.4869
37514,Schoffengrund,50.4833,8.4833
37515,Stickney,41.8183,-87.773
37516,Palma,-21.375,-42.3139
37517,Ohio,40.5425,-80.0926
37518,Haparanda,65.8342,24.117
37519,Wentworth Falls,-33.7164,150.3772
37520,Spassk-Ryazanskiy,54.4,40.3833
37521,Ploudalmezeau,48.5403,-4.6575
37522,Quinzano d'Oglio,45.3167,9.9833
37523,Green Hill,36.2349,-86.5733
37524,Raon-l'Etape,48.4058,6.8411
37525,Seeboden,46.8189,13.5183
37526,Outjo,-20.1069,16.1503
37527,Luba,17.3181,120.6952
37528,Rossford,41.5832,-83.5692
37529,Blackwell,36.8011,-97.3008
37530,Jagdeopur,17.768,78.808
37531,Candido Godoi,-27.9519,-54.7519
37532,Zaratan,41.6603,-4.7836
37533,Sils,41.8094,2.7435
37534,Kaitaia,-35.1125,173.2628
37535,Moya,41.8131,2.0971
37536,Bad Marienberg,50.6519,7.9522
37537,Chapirevula,15.48,78.48
37538,Wathlingen,52.5333,10.15
37539,Mittagong,-34.45,150.45
37540,Insuratei,44.9167,27.6
37541,Cregy-les-Meaux,48.9786,2.8783
37542,Nemsova,48.9669,18.1169
37543,Hiroo,42.2861,143.3117
37544,Andijk,52.75,5.22
37545,Ottersweier,48.6711,8.1108
37546,Banica,19.0833,-71.6833
37547,Scone,-32.0483,150.8678
37548,Blonay,46.4667,6.9
37549,Fairfield,44.6372,-69.6751
37550,Lawrence,40.6042,-73.7149
37551,Somala,13.4667,78.8167
37552,Codevigo,45.2672,12.1014
37553,Mehegram,24.2463,87.8509
